id,target
405,0.01548
407,0.03515
409,0.04480
411,0.02416
412,0.01470
414,0.09644
415,0.02597
416,0.01856
418,0.03229
419,0.02606
421,0.01134
422,0.04650
423,0.03309
424,0.04778
426,0.02185
427,0.06921
428,0.03409
436,0.04193
438,0.04570
442,0.02494
443,0.02126
445,0.03248
446,0.02881
447,0.02314
450,0.05443
452,0.02163
453,0.03409
455,0.02783
458,0.06446
459,0.01675
461,0.03286
463,0.01738
467,0.05610
470,0.02347
471,0.03507
472,0.04428
476,0.06642
477,0.02822
481,0.03600
482,0.04657
483,0.10877
485,0.02787
487,0.02327
488,0.02233
490,0.02755
492,0.02520
494,0.04417
497,0.06912
499,0.03232
500,0.04218
501,0.02900
503,0.02203
505,0.03362
506,0.03291
507,0.03526
509,0.03686
510,0.04102
511,0.03994
512,0.01931
514,0.02537
515,0.02370
516,0.04015
517,0.08582
519,0.03326
520,0.04494
521,0.02442
522,0.04625
523,0.03965
527,0.02795
530,0.04828
532,0.03636
534,0.03058
536,0.04299
539,0.02061
543,0.02086
547,0.03812
550,0.02502
551,0.06323
552,0.02836
553,0.04724
555,0.02533
556,0.02450
557,0.02746
558,0.03496
559,0.02800
560,0.01905
561,0.02629
565,0.04524
566,0.02986
567,0.02997
571,0.02790
572,0.03315
574,0.01624
575,0.01772
576,0.03891
577,0.04069
578,0.02133
579,0.03981
581,0.01181
587,0.01969
589,0.02308
590,0.08770
591,0.02903
592,0.03191
593,0.02547
594,0.07014
595,0.05669
596,0.01592
597,0.01804
598,0.09729
600,0.02116
602,0.01987
605,0.02222
606,0.03271
607,0.02525
612,0.01464
613,0.02500
614,0.02186
615,0.02654
616,0.02573
617,0.04182
618,0.06505
620,0.02264
621,0.01697
622,0.03288
623,0.02879
628,0.02877
631,0.03308
632,0.02499
633,0.03548
634,0.03552
635,0.06395
637,0.02095
638,0.08555
640,0.03751
643,0.02243
644,0.08978
645,0.03962
646,0.03373
649,0.02147
651,0.06304
653,0.01828
654,0.03787
655,0.09118
656,0.05095
658,0.03538
659,0.01828
661,0.03644
662,0.04256
663,0.03576
664,0.07648
665,0.05722
667,0.02933
668,0.04005
671,0.03727
673,0.05155
674,0.05473
675,0.01831
676,0.03658
677,0.01808
678,0.02092
679,0.03385
680,0.02142
681,0.03822
682,0.03800
683,0.02540
684,0.02704
686,0.04000
687,0.04218
688,0.03596
690,0.01681
691,0.03937
692,0.06799
693,0.04977
694,0.04607
695,0.02382
696,0.02802
698,0.03477
699,0.01969
702,0.04439
703,0.01335
705,0.06586
706,0.02755
707,0.02588
708,0.02056
709,0.08103
710,0.10030
713,0.02648
714,0.02260
715,0.04067
716,0.07526
717,0.08698
718,0.04361
719,0.02520
720,0.02618
721,0.02736
723,0.03309
724,0.05742
726,0.01820
728,0.06719
730,0.02240
732,0.02199
734,0.02797
735,0.03048
737,0.03292
738,0.03156
741,0.03481
742,0.03019
743,0.02001
746,0.03110
747,0.04422
749,0.03558
750,0.05559
752,0.03176
755,0.02934
757,0.01986
758,0.03374
759,0.01952
765,0.02390
766,0.01851
767,0.08873
768,0.02140
769,0.03726
770,0.01898
771,0.02551
772,0.01318
773,0.06161
775,0.03646
776,0.04304
778,0.02984
779,0.04335
780,0.02467
782,0.02819
783,0.03502
784,0.03370
785,0.01537
786,0.02304
788,0.03540
789,0.02609
792,0.07129
793,0.02125
794,0.02591
797,0.04710
798,0.02607
799,0.04515
800,0.03821
801,0.08845
802,0.04490
805,0.02277
807,0.02368
808,0.02055
811,0.02922
813,0.02615
814,0.03196
815,0.06762
816,0.06544
817,0.01923
819,0.00873
821,0.02103
823,0.03025
825,0.07299
826,0.02120
827,0.02373
828,0.01151
830,0.03314
831,0.04214
833,0.02489
834,0.05461
835,0.03430
836,0.02808
837,0.04794
838,0.06354
840,0.02464
842,0.02222
844,0.02827
845,0.07668
847,0.04477
848,0.06667
850,0.02863
851,0.02306
852,0.03864
853,0.08523
855,0.03141
856,0.04430
857,0.04199
859,0.04050
860,0.05645
862,0.03290
863,0.04976
864,0.02984
867,0.01878
868,0.03004
869,0.02962
871,0.01755
873,0.04847
875,0.03799
876,0.03830
877,0.02524
879,0.04011
880,0.11415
883,0.02631
884,0.02393
885,0.02387
886,0.01849
887,0.01879
888,0.01365
891,0.03692
893,0.02290
895,0.16193
897,0.03695
898,0.10419
901,0.03698
902,0.02086
904,0.05562
905,0.02397
907,0.03947
908,0.03473
909,0.03297
910,0.02013
911,0.02166
913,0.02340
914,0.01823
915,0.09138
916,0.02929
917,0.02847
919,0.02441
920,0.02318
923,0.02545
924,0.03273
925,0.04577
926,0.03096
928,0.03040
929,0.01358
932,0.03117
935,0.05736
936,0.08098
937,0.02723
938,0.03175
939,0.02285
940,0.04550
941,0.02696
944,0.03140
945,0.01581
946,0.06346
947,0.01967
949,0.03025
950,0.02129
952,0.02361
953,0.07637
955,0.01920
956,0.01512
957,0.02056
960,0.03208
961,0.02054
962,0.03304
963,0.02463
964,0.06330
967,0.03393
975,0.05446
976,0.03558
977,0.03648
978,0.03441
980,0.02098
985,0.05123
986,0.07149
987,0.02585
989,0.01614
992,0.03277
994,0.04405
995,0.02756
996,0.01522
997,0.03284
998,0.02220
999,0.08167
1000,0.04052
1004,0.03399
1005,0.09724
1006,0.02632
1007,0.09639
1010,0.02908
1011,0.08072
1012,0.01929
1013,0.03167
1014,0.02069
1016,0.04675
1018,0.07345
1019,0.02022
1020,0.04113
1022,0.05314
1023,0.02288
1024,0.03392
1025,0.03709
1029,0.03394
1031,0.02658
1032,0.01046
1033,0.01744
1034,0.04180
1035,0.05976
1036,0.03119
1037,0.02485
1038,0.02996
1039,0.02756
1041,0.02573
1043,0.01965
1049,0.05377
1050,0.09927
1051,0.05897
1052,0.02234
1053,0.02446
1054,0.03414
1056,0.05605
1057,0.09055
1060,0.06889
1061,0.02348
1062,0.02309
1063,0.04987
1064,0.04936
1065,0.01916
1066,0.04441
1068,0.04797
1073,0.04573
1075,0.02020
1079,0.02488
1081,0.03633
1083,0.06115
1085,0.01841
1086,0.03287
1087,0.02338
1088,0.01767
1089,0.03058
1090,0.07409
1091,0.03066
1092,0.02589
1095,0.03026
1098,0.03396
1099,0.02472
1100,0.06898
1101,0.05200
1103,0.08197
1104,0.08576
1106,0.02053
1107,0.03764
1108,0.04313
1109,0.02585
1113,0.03766
1114,0.04798
1116,0.03996
1117,0.02814
1118,0.02642
1119,0.01542
1120,0.02394
1121,0.02894
1122,0.02444
1123,0.02053
1125,0.02451
1126,0.02372
1127,0.01678
1128,0.02684
1129,0.02066
1130,0.03414
1132,0.02931
1133,0.05430
1136,0.02058
1137,0.04835
1140,0.03175
1142,0.04992
1144,0.03633
1145,0.03579
1146,0.03091
1148,0.04444
1150,0.02193
1151,0.02071
1153,0.07582
1154,0.07079
1155,0.04264
1156,0.07823
1157,0.02949
1158,0.03612
1160,0.00954
1161,0.04501
1167,0.04220
1168,0.01969
1170,0.02925
1171,0.04577
1173,0.02706
1174,0.04908
1175,0.03540
1176,0.02782
1177,0.01640
1178,0.05641
1179,0.01955
1180,0.02602
1181,0.03448
1182,0.02669
1183,0.02831
1185,0.05811
1188,0.03161
1189,0.01979
1190,0.02523
1191,0.05302
1192,0.05064
1194,0.02485
1197,0.02878
1198,0.03750
1199,0.03546
1200,0.02158
1203,0.04917
1204,0.04199
1207,0.02325
1208,0.06243
1209,0.02553
1210,0.08959
1211,0.02494
1213,0.01974
1214,0.02489
1215,0.02283
1216,0.09559
1217,0.03540
1218,0.02547
1219,0.02477
1223,0.03453
1225,0.03088
1226,0.04342
1228,0.04205
1229,0.02184
1231,0.04973
1232,0.07576
1233,0.05610
1235,0.04707
1238,0.01615
1239,0.02518
1240,0.02590
1241,0.02456
1242,0.02132
1243,0.03239
1244,0.02422
1246,0.08225
1249,0.04206
1250,0.01118
1252,0.01829
1254,0.02839
1255,0.01981
1256,0.02669
1257,0.01835
1258,0.02320
1259,0.05182
1260,0.02861
1262,0.02593
1263,0.01581
1264,0.02414
1265,0.07226
1266,0.01667
1269,0.04236
1270,0.02550
1271,0.01469
1272,0.05003
1273,0.02869
1274,0.04371
1277,0.02354
1278,0.01772
1281,0.03005
1282,0.07929
1283,0.02748
1284,0.01987
1285,0.03018
1286,0.05616
1289,0.01811
1291,0.01860
1292,0.03260
1293,0.07356
1294,0.05348
1295,0.05555
1297,0.01790
1298,0.05894
1301,0.03982
1304,0.07936
1305,0.01192
1307,0.05270
1308,0.04426
1309,0.04914
1313,0.05375
1314,0.03382
1316,0.02380
1317,0.02592
1318,0.04603
1320,0.02761
1321,0.01610
1322,0.02396
1323,0.03312
1325,0.02593
1330,0.01958
1331,0.02467
1334,0.01919
1337,0.02678
1339,0.02855
1340,0.04184
1341,0.02987
1343,0.03158
1344,0.02485
1347,0.03797
1348,0.05631
1350,0.01943
1351,0.02785
1355,0.01799
1356,0.04150
1357,0.04843
1358,0.02362
1360,0.02161
1363,0.03100
1364,0.02026
1366,0.02456
1367,0.06106
1368,0.05501
1369,0.02751
1370,0.06776
1375,0.02277
1376,0.01861
1378,0.06073
1379,0.01935
1380,0.03552
1384,0.01708
1385,0.02614
1386,0.04412
1388,0.02026
1389,0.01518
1391,0.03582
1392,0.02008
1393,0.03808
1395,0.02599
1396,0.03825
1399,0.03960
1400,0.03300
1401,0.03405
1404,0.03793
1405,0.02351
1406,0.03668
1407,0.01022
1409,0.03989
1411,0.02509
1414,0.05224
1415,0.01844
1416,0.03315
1418,0.06755
1419,0.01304
1420,0.01775
1422,0.04212
1424,0.02541
1426,0.02905
1427,0.04545
1428,0.03445
1429,0.03229
1431,0.02380
1432,0.07550
1434,0.04737
1435,0.02155
1439,0.02023
1440,0.02764
1441,0.04207
1442,0.03827
1446,0.04677
1447,0.05681
1451,0.04322
1452,0.01646
1454,0.05965
1457,0.01311
1458,0.02324
1459,0.02621
1461,0.03775
1462,0.02342
1465,0.04951
1468,0.02502
1470,0.03206
1471,0.02179
1472,0.03100
1476,0.03345
1482,0.02042
1485,0.01716
1486,0.04002
1487,0.06853
1489,0.03186
1492,0.02038
1494,0.05288
1495,0.02620
1497,0.01895
1499,0.02578
1500,0.02105
1501,0.04463
1505,0.07357
1507,0.03419
1509,0.05566
1511,0.02394
1513,0.02415
1514,0.02673
1515,0.09462
1517,0.10849
1520,0.07232
1522,0.02080
1523,0.01647
1524,0.09701
1526,0.02656
1527,0.03091
1528,0.02829
1531,0.01930
1533,0.04320
1534,0.03933
1535,0.03770
1538,0.03937
1541,0.06597
1542,0.01940
1543,0.01637
1546,0.04826
1548,0.03545
1549,0.04299
1550,0.02203
1551,0.03184
1553,0.03387
1558,0.03685
1560,0.02803
1561,0.01634
1562,0.02270
1565,0.04192
1566,0.02990
1567,0.01056
1568,0.02368
1569,0.02457
1570,0.03054
1573,0.02156
1576,0.02535
1577,0.01855
1579,0.06626
1580,0.07904
1581,0.04666
1584,0.03076
1586,0.01858
1587,0.04272
1590,0.01613
1591,0.03131
1594,0.06718
1595,0.01551
1596,0.01854
1601,0.03508
1605,0.08107
1607,0.05849
1608,0.02205
1610,0.02148
1611,0.03549
1612,0.03105
1616,0.07363
1617,0.03767
1618,0.02999
1620,0.03300
1621,0.02491
1623,0.03511
1624,0.02907
1625,0.03266
1626,0.02654
1628,0.03268
1630,0.02941
1632,0.02122
1633,0.04111
1635,0.03206
1637,0.02629
1638,0.07736
1639,0.02798
1640,0.03420
1643,0.06311
1644,0.03240
1645,0.03418
1647,0.02484
1649,0.01524
1651,0.02771
1652,0.04773
1654,0.02668
1655,0.02634
1656,0.04305
1658,0.03813
1660,0.02120
1661,0.03131
1662,0.04989
1663,0.02937
1664,0.02773
1665,0.05140
1668,0.06398
1669,0.01896
1673,0.04897
1674,0.05061
1675,0.01427
1676,0.02597
1677,0.02598
1679,0.01919
1682,0.05580
1683,0.05978
1685,0.05879
1687,0.02423
1689,0.03214
1690,0.02890
1694,0.02717
1696,0.02287
1697,0.02395
1699,0.03414
1700,0.10013
1701,0.01912
1702,0.03814
1704,0.02603
1705,0.03887
1708,0.04395
1710,0.02708
1712,0.01390
1719,0.04250
1720,0.03370
1722,0.03126
1723,0.03185
1724,0.06916
1725,0.03486
1726,0.06991
1727,0.02399
1728,0.03194
1732,0.02930
1733,0.04886
1734,0.04106
1735,0.03378
1739,0.02942
1740,0.01932
1741,0.03528
1742,0.02782
1743,0.02946
1744,0.04404
1746,0.03778
1750,0.03834
1753,0.02010
1755,0.03133
1758,0.01424
1760,0.01706
1763,0.03400
1765,0.02234
1766,0.05578
1769,0.02775
1771,0.02269
1772,0.01924
1775,0.03171
1776,0.01551
1778,0.02645
1780,0.03478
1781,0.03212
1783,0.02893
1785,0.01378
1788,0.03821
1791,0.03395
1793,0.04044
1794,0.03019
1796,0.01838
1797,0.02983
1798,0.05487
1800,0.06200
1803,0.04843
1804,0.02631
1810,0.02211
1812,0.02577
1813,0.03709
1816,0.02268
1817,0.01920
1818,0.02595
1819,0.04386
1820,0.01895
1821,0.03285
1822,0.01002
1823,0.02813
1826,0.01251
1827,0.04138
1828,0.04224
1829,0.02074
1830,0.02312
1831,0.03147
1834,0.01958
1836,0.02561
1839,0.03176
1841,0.01709
1846,0.02678
1847,0.01614
1850,0.10032
1852,0.07676
1853,0.02821
1854,0.09651
1855,0.02852
1857,0.03463
1858,0.03868
1860,0.02951
1863,0.03394
1866,0.03693
1868,0.03356
1869,0.04138
1870,0.01606
1874,0.01664
1875,0.02723
1877,0.04569
1878,0.02440
1879,0.01331
1881,0.02880
1882,0.05319
1885,0.01841
1886,0.04270
1887,0.10493
1888,0.01336
1889,0.02544
1890,0.03839
1891,0.03264
1892,0.02801
1894,0.02690
1895,0.07708
1896,0.07803
1897,0.02032
1898,0.07912
1901,0.02408
1904,0.01933
1905,0.03194
1906,0.01495
1907,0.03883
1908,0.08574
1910,0.03484
1911,0.03173
1914,0.02451
1916,0.02185
1919,0.04336
1920,0.07048
1921,0.03490
1922,0.03327
1923,0.03671
1924,0.01862
1926,0.03390
1928,0.04395
1929,0.03587
1931,0.02695
1932,0.04377
1933,0.01572
1934,0.02728
1935,0.02105
1936,0.05188
1937,0.03205
1939,0.03093
1940,0.09069
1942,0.03900
1944,0.02707
1945,0.03345
1946,0.05967
1947,0.02760
1948,0.05505
1954,0.03229
1955,0.12118
1956,0.02062
1958,0.02135
1961,0.02647
1963,0.02067
1967,0.03616
1968,0.02229
1970,0.01396
1971,0.01813
1973,0.04730
1979,0.03860
1980,0.03494
1982,0.01641
1984,0.02879
1986,0.02806
1987,0.08458
1989,0.04219
1990,0.01818
1991,0.04502
1993,0.02044
1994,0.02638
1995,0.02768
1996,0.02760
1999,0.03974
2001,0.03229
2002,0.01833
2005,0.02431
2006,0.02317
2008,0.02907
2009,0.02978
2011,0.03048
2012,0.03631
2013,0.02217
2015,0.03868
2017,0.02813
2019,0.01627
2020,0.02022
2022,0.02665
2023,0.03394
2024,0.01801
2026,0.02612
2027,0.05649
2028,0.03821
2029,0.01993
2030,0.03847
2032,0.04701
2033,0.03407
2035,0.03059
2036,0.01745
2037,0.04898
2038,0.06293
2039,0.03014
2040,0.07865
2041,0.03531
2042,0.05688
2043,0.05900
2044,0.03135
2046,0.02522
2047,0.02677
2048,0.05432
2049,0.03825
2050,0.03152
2054,0.04094
2061,0.03233
2063,0.03601
2064,0.03041
2065,0.02812
2067,0.04241
2068,0.01438
2069,0.02444
2070,0.02375
2072,0.02422
2073,0.02855
2075,0.02602
2076,0.02914
2077,0.02327
2078,0.03195
2079,0.01352
2081,0.02747
2082,0.07835
2085,0.02281
2086,0.06107
2087,0.03885
2088,0.13648
2089,0.03339
2091,0.03785
2092,0.02946
2093,0.04653
2094,0.03473
2095,0.02210
2096,0.08055
2097,0.02644
2099,0.02959
2100,0.11509
2103,0.03469
2104,0.02158
2105,0.02860
2106,0.02635
2107,0.01513
2110,0.03445
2113,0.01837
2114,0.08511
2115,0.02366
2118,0.02930
2119,0.06298
2120,0.04991
2121,0.02464
2123,0.01567
2124,0.05459
2128,0.09185
2129,0.08969
2131,0.05479
2132,0.04495
2133,0.05462
2134,0.03449
2137,0.05120
2140,0.04560
2141,0.02125
2142,0.03401
2146,0.01677
2148,0.06084
2149,0.04446
2151,0.05416
2152,0.03686
2153,0.05012
2154,0.03188
2155,0.06624
2158,0.02393
2159,0.06997
2160,0.03318
2161,0.02237
2164,0.02303
2166,0.03633
2167,0.02468
2170,0.05127
2171,0.05235
2172,0.03459
2173,0.03129
2175,0.04761
2177,0.02415
2178,0.04108
2179,0.07327
2180,0.03307
2182,0.02667
2183,0.01961
2184,0.02872
2186,0.02415
2187,0.03524
2188,0.02581
2189,0.02214
2191,0.03069
2192,0.06522
2194,0.03660
2196,0.04905
2197,0.04481
2198,0.04562
2199,0.02977
2200,0.02116
2201,0.02084
2202,0.01901
2205,0.01924
2206,0.02342
2207,0.03482
2208,0.02936
2212,0.02885
2215,0.03326
2216,0.02303
2217,0.02517
2218,0.02356
2220,0.04137
2221,0.07682
2223,0.05729
2225,0.04043
2226,0.05044
2231,0.03485
2232,0.02759
2233,0.06419
2234,0.04481
2235,0.02651
2236,0.03652
2237,0.05908
2239,0.02425
2240,0.02258
2242,0.03036
2247,0.02167
2248,0.02751
2250,0.04152
2251,0.03787
2255,0.05712
2257,0.01841
2258,0.04042
2259,0.04181
2260,0.02032
2261,0.06456
2263,0.02591
2265,0.03241
2266,0.02649
2267,0.07656
2268,0.02630
2269,0.02817
2270,0.02687
2271,0.03111
2272,0.01989
2273,0.06815
2275,0.02691
2276,0.04556
2277,0.04005
2278,0.06795
2279,0.04307
2282,0.04549
2285,0.04256
2286,0.05497
2289,0.01439
2294,0.05788
2296,0.02591
2297,0.03947
2299,0.02514
2300,0.09437
2301,0.08074
2302,0.03181
2305,0.03238
2306,0.05985
2307,0.02314
2308,0.04561
2310,0.07700
2312,0.03323
2316,0.08887
2317,0.03231
2319,0.04156
2320,0.03730
2322,0.03496
2323,0.02413
2324,0.01328
2326,0.02389
2327,0.01792
2328,0.05931
2329,0.04353
2331,0.02149
2335,0.02773
2338,0.01844
2339,0.06884
2340,0.03361
2341,0.01947
2342,0.04187
2345,0.04544
2349,0.02323
2350,0.05440
2351,0.04553
2353,0.05275
2354,0.05505
2355,0.09058
2356,0.02079
2357,0.10857
2359,0.01810
2360,0.09356
2361,0.03215
2362,0.04286
2364,0.03488
2366,0.02957
2368,0.06302
2369,0.04444
2370,0.05040
2372,0.02694
2376,0.01693
2381,0.03035
2383,0.02081
2384,0.03495
2385,0.02519
2386,0.01756
2388,0.03828
2390,0.02322
2392,0.03182
2394,0.06208
2395,0.03433
2396,0.01995
2397,0.02771
2399,0.05583
2401,0.03464
2402,0.02074
2403,0.05117
2405,0.09107
2406,0.06440
2407,0.04826
2408,0.02417
2410,0.01815
2412,0.06189
2415,0.03071
2417,0.02584
2418,0.02998
2420,0.04606
2421,0.05974
2425,0.10910
2426,0.01882
2427,0.02296
2428,0.02101
2429,0.02516
2434,0.02581
2435,0.02624
2436,0.02136
2437,0.03170
2438,0.06369
2439,0.03126
2441,0.03323
2443,0.02038
2444,0.02254
2445,0.04315
2446,0.04760
2449,0.04977
2452,0.03563
2453,0.06493
2454,0.02660
2455,0.02697
2456,0.02444
2457,0.02674
2460,0.08406
2461,0.02298
2463,0.02693
2465,0.03426
2466,0.02265
2468,0.03369
2469,0.09082
2471,0.02485
2472,0.03597
2473,0.01707
2474,0.03236
2475,0.05045
2476,0.03044
2477,0.02810
2478,0.01958
2480,0.02033
2483,0.01800
2484,0.02094
2486,0.05879
2488,0.03540
2489,0.01657
2490,0.01793
2495,0.02687
2496,0.02466
2497,0.04551
2498,0.02541
2503,0.01950
2505,0.02913
2506,0.03898
2507,0.04225
2508,0.06817
2509,0.01073
2514,0.05985
2515,0.04283
2521,0.06750
2522,0.01521
2523,0.01786
2524,0.04498
2526,0.01763
2527,0.03060
2529,0.03260
2530,0.03154
2531,0.02946
2532,0.03426
2534,0.06613
2535,0.02548
2536,0.01534
2537,0.03500
2539,0.02092
2542,0.02837
2545,0.03641
2546,0.03241
2548,0.02613
2549,0.02341
2550,0.02694
2552,0.02429
2554,0.03577
2555,0.05006
2558,0.02204
2560,0.04656
2563,0.02266
2564,0.05304
2565,0.02334
2571,0.05547
2574,0.04529
2575,0.02076
2576,0.02463
2577,0.06371
2578,0.02647
2579,0.04190
2581,0.04002
2582,0.02637
2583,0.03754
2585,0.03186
2586,0.04319
2587,0.02127
2591,0.04835
2592,0.02391
2594,0.03665
2595,0.05054
2597,0.03450
2598,0.03296
2599,0.05160
2600,0.03751
2602,0.04579
2603,0.02433
2605,0.02766
2606,0.01610
2607,0.04038
2608,0.01978
2609,0.02925
2610,0.05848
2611,0.02076
2613,0.02453
2615,0.02040
2616,0.06415
2621,0.02978
2623,0.03000
2624,0.02967
2625,0.06470
2626,0.02743
2627,0.04144
2628,0.02382
2629,0.02668
2630,0.01574
2631,0.06633
2633,0.04016
2634,0.05415
2635,0.03165
2636,0.03893
2638,0.06136
2639,0.03103
2640,0.03606
2642,0.03910
2643,0.05867
2646,0.01538
2647,0.04849
2648,0.02411
2649,0.01544
2650,0.02762
2652,0.01845
2654,0.03486
2658,0.03156
2659,0.02984
2660,0.03407
2661,0.05153
2662,0.02198
2663,0.03566
2665,0.04766
2666,0.02224
2667,0.03924
2668,0.02118
2671,0.02644
2673,0.03578
2674,0.03224
2675,0.03663
2676,0.04428
2677,0.03205
2678,0.02053
2681,0.03897
2683,0.01836
2685,0.06576
2687,0.02305
2690,0.11866
2692,0.03030
2693,0.02217
2694,0.02669
2695,0.02210
2696,0.03436
2697,0.04218
2698,0.08068
2699,0.02421
2701,0.02568
2702,0.05119
2703,0.05801
2705,0.05776
2711,0.03652
2715,0.02975
2720,0.04115
2721,0.06671
2722,0.02970
2724,0.03262
2726,0.03081
2729,0.01446
2730,0.01647
2731,0.02761
2732,0.04614
2733,0.02113
2734,0.03722
2736,0.02337
2738,0.02908
2739,0.01734
2740,0.03252
2741,0.04211
2743,0.01994
2746,0.03990
2747,0.01875
2750,0.04718
2751,0.02525
2752,0.02413
2753,0.02390
2755,0.03779
2756,0.02642
2757,0.01703
2761,0.03781
2763,0.06286
2764,0.04970
2765,0.02669
2767,0.08479
2769,0.05349
2772,0.02072
2774,0.04087
2776,0.02054
2777,0.01498
2778,0.02206
2782,0.03508
2783,0.02650
2786,0.02035
2790,0.03365
2791,0.02628
2792,0.02790
2793,0.02159
2794,0.03733
2795,0.01626
2796,0.04474
2797,0.02775
2800,0.03870
2801,0.02158
2802,0.02311
2804,0.02672
2805,0.03883
2807,0.02367
2808,0.03474
2811,0.03641
2812,0.02819
2813,0.02447
2814,0.07224
2815,0.03430
2817,0.05621
2819,0.05754
2821,0.02531
2825,0.06338
2828,0.04549
2829,0.02393
2831,0.02508
2832,0.01570
2834,0.04469
2835,0.04166
2836,0.03229
2837,0.06631
2838,0.06889
2840,0.02469
2841,0.03186
2842,0.03559
2843,0.02026
2845,0.01645
2847,0.02866
2848,0.02752
2850,0.04050
2851,0.03485
2854,0.02464
2856,0.02880
2857,0.02809
2858,0.02685
2859,0.01991
2862,0.03048
2864,0.01681
2865,0.09021
2866,0.02181
2867,0.02371
2868,0.03787
2869,0.04486
2871,0.03493
2872,0.02726
2873,0.02307
2874,0.02305
2875,0.01975
2878,0.04869
2882,0.01624
2883,0.04873
2886,0.02663
2887,0.02804
2888,0.05485
2889,0.02807
2892,0.02531
2893,0.03783
2895,0.02449
2897,0.02288
2898,0.04122
2899,0.04208
2903,0.02678
2906,0.02452
2907,0.02295
2909,0.02159
2913,0.02467
2915,0.01724
2916,0.02610
2917,0.04026
2918,0.06341
2921,0.02784
2924,0.03906
2925,0.04617
2928,0.13717
2929,0.03077
2931,0.08172
2932,0.03618
2934,0.05488
2936,0.10658
2937,0.04116
2939,0.03147
2940,0.08084
2941,0.02563
2942,0.02778
2943,0.03433
2946,0.02203
2947,0.04349
2949,0.02270
2952,0.03207
2953,0.03328
2954,0.02717
2956,0.01303
2960,0.02614
2962,0.02998
2964,0.02780
2965,0.02508
2966,0.11726
2967,0.02820
2968,0.05610
2971,0.03450
2972,0.04059
2973,0.02710
2975,0.06690
2976,0.03529
2977,0.07297
